question_number,grammar_ref,unit_number,section_number,question,choice_a,choice_b,choice_c,choice_d,answer
766,N5,みせ / Store,N5: 70,見せる:     : みせる,見せる,みせる,to show,70,to show
767,N5,みせ / Store,N5: 70,かしこまりました:     : かしこまりました,かしこまりました,かしこまりました,Certainly / Understood (very polite),70,Certainly / Understood (very polite)
768,N5,みせ / Store,N5: 70,少々お待ちください:     : しょうしょうおまちください,少々お待ちください,しょうしょうおまちください,Please wait a moment,70,Please wait a moment
769,N5,ATM,N5: 71,ATM:     : エーティーエム,ATM,エーティーエム,ATM,71,ATM
770,N5,ATM,N5: 71,～方:     : ～かた,～方,～かた,how to (do something),71,how to (do something)
771,N5,ATM,N5: 71,使い方:     : つかいかた,使い方,つかいかた,how to use,71,how to use
772,N5,ATM,N5: 71,遊び方:     : あそびかた,遊び方,あそびかた,how to play,71,how to play
773,N5,ATM,N5: 71,食べ方:     : たべかた,食べ方,たべかた,how to eat,71,how to eat
774,N5,ATM,N5: 71,飲み方:     : のみかた,飲み方,のみかた,how to drink,71,how to drink
775,N5,ATM,N5: 71,行き方:     : いきかた,行き方,いきかた,how to get there,71,how to get there
776,N5,ATM,N5: 71,お引き出しですか:     : おひきだしですか,お引き出しですか,おひきだしですか,Are you withdrawing money?,71,Are you withdrawing money?
777,N5,ATM,N5: 71,現金:     : げんきん,現金,げんきん,cash,71,cash
778,N5,ATM,N5: 71,おろす:     : おろす,おろす,おろす,to withdraw,71,to withdraw
779,N5,ATM,N5: 71,まず:     : まず,まず,まず,first,71,first
780,N5,ATM,N5: 72,キャッシュカード:     : キャッシュカード,キャッシュカード,キャッシュカード,cash card,72,cash card
781,N5,ATM,N5: 72,次に:     : つぎに,次に,つぎに,next,72,next
782,N5,ATM,N5: 72,暗証番号:     : あんしょうばんごう,暗証番号,あんしょうばんごう,PIN number,72,PIN number
783,N5,ATM,N5: 72,押す:     : おす,押す,おす,to press / push,72,to press / push
784,N5,ATM,N5: 72,それから:     : それから,それから,それから,after that / and then,72,after that / and then
785,N5,ATM,N5: 72,金額:     : きんがく,金額,きんがく,amount (of money),72,amount (of money)
786,N5,ATM,N5: 72,確認（する）:     : かくにん（する）,確認（する）,かくにん（する）,to confirm,72,to confirm
787,N5,ATM,N5: 72,ボタン:     : ボタン,ボタン,ボタン,button,72,button
788,N5,ATM,N5: 72,出る:     : でる,出る,でる,to come out,72,to come out
789,N5,ATM,N5: 72,換える:     : かえる,換える,かえる,to exchange / change money,72,to exchange / change money
790,N5,おくる / To send,N5: 73,郵便局:     : ゆうびんきょく,郵便局,ゆうびんきょく,post office,73,post office
791,N5,おくる / To send,N5: 73,ポスト:     : ポスト,ポスト,ポスト,mailbox / post box,73,mailbox / post box
792,N5,おくる / To send,N5: 73,手紙:     : てがみ,手紙,てがみ,letter,73,letter
793,N5,おくる / To send,N5: 73,はがき:     : はがき,はがき,はがき,postcard,73,postcard
794,N5,おくる / To send,N5: 73,年賀状:     : ねんがじょう,年賀状,ねんがじょう,New Year’s card,73,New Year’s card
795,N5,おくる / To send,N5: 73,出す:     : だす,出す,だす,to send / to post,73,to send / to post
796,N5,おくる / To send,N5: 73,メール:     : メール,メール,メール,email,73,email
797,N5,おくる / To send,N5: 73,送る:     : おくる,送る,おくる,to send,73,to send
798,N5,おくる / To send,N5: 73,切手:     : きって,切手,きって,postage stamp,73,postage stamp
799,N5,おくる / To send,N5: 73,集める:     : あつめる,集める,あつめる,to collect,73,to collect
800,N5,おくる / To send,N5: 73,封筒:     : ふうとう,封筒,ふうとう,envelope,73,envelope
801,N5,おくる / To send,N5: 74,外国:     : がいこく,外国,がいこく,foreign country,74,foreign country
802,N5,おくる / To send,N5: 74,航空便:     : こうくうびん,航空便,こうくうびん,airmail,74,airmail
803,N5,おくる / To send,N5: 74,船便:     : ふなびん,船便,ふなびん,surface mail (by ship),74,surface mail (by ship)
804,N5,おくる / To send,N5: 74,荷物:     : にもつ,荷物,にもつ,package / luggage,74,package / luggage
805,N5,おくる / To send,N5: 74,重い:     : おもい,重い,おもい,heavy,74,heavy
806,N5,おくる / To send,N5: 74,軽い:     : かるい,軽い,かるい,light,74,light
807,N5,プレゼント / Present,N5: 75,あげる:     : あげる,あげる,あげる,to give,75,to give
808,N5,プレゼント / Present,N5: 75,もらう:     : もらう,もらう,もらう,to receive,75,to receive
809,N5,プレゼント / Present,N5: 75,くれる:     : くれる,くれる,くれる,to give (to me/us),75,to give (to me/us)
810,N5,プレゼント / Present,N5: 75,プレゼント:     : プレゼント,プレゼント,プレゼント,present / gift,75,present / gift
811,N5,プレゼント / Present,N5: 75,物:     : もの,物,もの,thing / object,75,thing / object
812,N5,プレゼント / Present,N5: 75,パーティー:     : パーティー,パーティー,パーティー,party,75,party
813,N5,プレゼント / Present,N5: 75,始める:     : はじめる,始める,はじめる,to start / begin,75,to start / begin
814,N5,プレゼント / Present,N5: 75,だれ:     : だれ,だれ,だれ,who,75,who
815,N5,プレゼント / Present,N5: 75,どなた:     : どなた,どなた,どなた,who (polite),75,who (polite)
816,N5,プレゼント / Present,N5: 75,あの方:     : あのかた,あの方,あのかた,that person (polite),75,that person (polite)
817,N5,プレゼント / Present,N5: 75,クリスマス:     : クリスマス,クリスマス,クリスマス,Christmas,75,Christmas
818,N5,プレゼント / Present,N5: 75,誕生日:     : たんじょうび,誕生日,たんじょうび,birthday,75,birthday
819,N5,プレゼント / Present,N5: 75,生まれる:     : うまれる,生まれる,うまれる,to be born,75,to be born
820,N5,プレゼント / Present,N5: 76,おめでとう:     : おめでとう,おめでとう,おめでとう,congratulations,76,congratulations
821,N5,プレゼント / Present,N5: 76,おめでとうございます:     : おめでとうございます,おめでとうございます,おめでとうございます,congratulations (polite),76,congratulations (polite)
822,N5,プレゼント / Present,N5: 76,わあ:     : わあ,わあ,わあ,wow / oh!,76,wow / oh!
823,N5,プレゼント / Present,N5: 76,何歳:     : なんさい,何歳,なんさい,how old,76,how old
824,N5,プレゼント / Present,N5: 76,（お）いくつ:     : （お）いくつ,（お）いくつ,（お）いくつ,how old (polite),76,how old (polite)
825,N5,プレゼント / Present,N5: 76,<Number> + 歳:     : <Number> + さい,<Number> + 歳,<Number> + さい,~ years old,76,~ years old
826,N5,プレゼント / Present,N5: 76,一歳:     : いっさい,一歳,いっさい,one year old,76,one year old
827,N5,プレゼント / Present,N5: 76,二歳:     : にさい,二歳,にさい,two years old,76,two years old
828,N5,プレゼント / Present,N5: 76,三歳:     : さんさい,三歳,さんさい,three years old,76,three years old
829,N5,プレゼント / Present,N5: 76,四歳:     : よんさい,四歳,よんさい,four years old,76,four years old
830,N5,プレゼント / Present,N5: 76,五歳:     : ごさい,五歳,ごさい,five years old,76,five years old
831,N5,プレゼント / Present,N5: 77,六歳:     : ろくさい,六歳,ろくさい,six years old,77,six years old
832,N5,プレゼント / Present,N5: 77,七歳:     : ななさい,七歳,ななさい,seven years old,77,seven years old
833,N5,プレゼント / Present,N5: 77,八歳:     : はっさい,八歳,はっさい,eight years old,77,eight years old
834,N5,プレゼント / Present,N5: 77,九歳:     : きゅうさい,九歳,きゅうさい,nine years old,77,nine years old
835,N5,プレゼント / Present,N5: 77,十歳:     : じゅっさい／じっさい,十歳,じゅっさい／じっさい,ten years old,77,ten years old
836,N5,プレゼント / Present,N5: 77,二十歳:     : はたち,二十歳,はたち,twenty years old,77,twenty years old
837,N5,プレゼント / Present,N5: 77,何日:     : なんにち,何日,なんにち,what day / how many days,77,what day / how many days
838,N5,プレゼント / Present,N5: 77,一日:     : ついたち,一日,ついたち,1st day of the month,77,1st day of the month
839,N5,プレゼント / Present,N5: 77,二日:     : ふつか,二日,ふつか,2nd day,77,2nd day
840,N5,プレゼント / Present,N5: 77,三日:     : みっか,三日,みっか,3rd day,77,3rd day
841,N5,プレゼント / Present,N5: 77,四日:     : よっか,四日,よっか,4th day,77,4th day
842,N5,プレゼント / Present,N5: 78,五日:     : いつか,五日,いつか,5th day,78,5th day
843,N5,プレゼント / Present,N5: 78,六日:     : むいか,六日,むいか,6th day,78,6th day
844,N5,プレゼント / Present,N5: 78,七日:     : なのか,七日,なのか,7th day,78,7th day
845,N5,プレゼント / Present,N5: 78,八日:     : ようか,八日,ようか,8th day,78,8th day
846,N5,プレゼント / Present,N5: 78,九日:     : ここのか,九日,ここのか,9th day,78,9th day
847,N5,プレゼント / Present,N5: 78,十日:     : とおか,十日,とおか,10th day,78,10th day
848,N5,プレゼント / Present,N5: 78,十一日:     : じゅういちにち,十一日,じゅういちにち,11th day,78,11th day
849,N5,プレゼント / Present,N5: 78,十二日:     : じゅうににち,十二日,じゅうににち,12th day,78,12th day
850,N5,プレゼント / Present,N5: 78,十三日:     : じゅうさんにち,十三日,じゅうさんにち,13th day,78,13th day
851,N5,プレゼント / Present,N5: 78,十四日:     : じゅうよっか,十四日,じゅうよっか,14th day,78,14th day
852,N5,プレゼント / Present,N5: 78,十五日:     : じゅうごにち,十五日,じゅうごにち,15th day,78,15th day
853,N5,プレゼント / Present,N5: 79,十六日:     : じゅうろくにち,十六日,じゅうろくにち,16th day,79,16th day
854,N5,プレゼント / Present,N5: 79,十七日:     : じゅうしちにち,十七日,じゅうしちにち,17th day,79,17th day
855,N5,プレゼント / Present,N5: 79,十八日:     : じゅうはちにち,十八日,じゅうはちにち,18th day,79,18th day
856,N5,プレゼント / Present,N5: 79,十九日:     : じゅうくにち,十九日,じゅうくにち,19th day,79,19th day
857,N5,プレゼント / Present,N5: 79,二十日:     : はつか,二十日,はつか,20th day,79,20th day
858,N5,プレゼント / Present,N5: 79,二十一日:     : にじゅういちにち,二十一日,にじゅういちにち,21st day,79,21st day
859,N5,プレゼント / Present,N5: 79,二十二日:     : にじゅうににち,二十二日,にじゅうににち,22nd day,79,22nd day
860,N5,プレゼント / Present,N5: 79,二十三日:     : にじゅうさんにち,二十三日,にじゅうさんにち,23rd day,79,23rd day
861,N5,プレゼント / Present,N5: 79,二十四日:     : にじゅうよっか,二十四日,にじゅうよっか,24th day,79,24th day
862,N5,プレゼント / Present,N5: 79,二十五日:     : にじゅうごにち,二十五日,にじゅうごにち,25th day,79,25th day
863,N5,プレゼント / Present,N5: 79,二十六日:     : にじゅうろくにち,二十六日,にじゅうろくにち,26th day,79,26th day
864,N5,プレゼント / Present,N5: 80,二十七日:     : にじゅうしちにち,二十七日,にじゅうしちにち,27th day,80,27th day
865,N5,プレゼント / Present,N5: 80,二十八日:     : にじゅうはちにち,二十八日,にじゅうはちにち,28th day,80,28th day
866,N5,プレゼント / Present,N5: 80,二十九日:     : にじゅうくにち,二十九日,にじゅうくにち,29th day,80,29th day
867,N5,プレゼント / Present,N5: 80,三十日:     : さんじゅうにち,三十日,さんじゅうにち,30th day,80,30th day
868,N5,プレゼント / Present,N5: 80,三十一日:     : さんじゅういちにち,三十一日,さんじゅういちにち,31st day,80,31st day
869,N5,のりもの / Rides,N5: 81,駅:     : えき,駅,えき,station,81,station
870,N5,のりもの / Rides,N5: 81,電車:     : でんしゃ,電車,でんしゃ,train,81,train
871,N5,のりもの / Rides,N5: 81,乗る:     : のる,乗る,のる,to get on / ride,81,to get on / ride
872,N5,のりもの / Rides,N5: 81,降りる:     : おりる,降りる,おりる,to get off,81,to get off
873,N5,のりもの / Rides,N5: 81,切符:     : きっぷ,切符,きっぷ,ticket,81,ticket
874,N5,のりもの / Rides,N5: 81,次の:     : つぎの,次の,つぎの,next,81,next
875,N5,のりもの / Rides,N5: 81,乗り換える:     : のりかえる,乗り換える,のりかえる,"to transfer (trains, buses, etc.)",81,"to transfer (trains, buses, etc.)"
876,N5,のりもの / Rides,N5: 81,各駅:     : かくえき,各駅,かくえき,local (train),81,local (train)
877,N5,のりもの / Rides,N5: 81,急行:     : きゅうこう,急行,きゅうこう,express,81,express
878,N5,のりもの / Rides,N5: 81,特急:     : とっきゅう,特急,とっきゅう,limited express,81,limited express
879,N5,のりもの / Rides,N5: 81,新幹線:     : しんかんせん,新幹線,しんかんせん,bullet train,81,bullet train
880,N5,のりもの / Rides,N5: 81,地下鉄:     : ちかてつ,地下鉄,ちかてつ,subway,81,subway
881,N5,のりもの / Rides,N5: 82,<Number> + 番線:     : <Number> + ばんせん,<Number> + 番線,<Number> + ばんせん,platform number ~,82,platform number ~
882,N5,のりもの / Rides,N5: 82,何番線:     : なんばんせん,何番線,なんばんせん,which platform,82,which platform
883,N5,のりもの / Rides,N5: 82,自動車:     : じどうしゃ,自動車,じどうしゃ,automobile,82,automobile
884,N5,のりもの / Rides,N5: 82,車:     : くるま,車,くるま,car,82,car
885,N5,のりもの / Rides,N5: 82,運転（する）:     : うんてん（する）,運転（する）,うんてん（する）,to drive,82,to drive
886,N5,のりもの / Rides,N5: 82,送る:     : おくる,送る,おくる,to send / give a ride,82,to send / give a ride
887,N5,のりもの / Rides,N5: 82,駐車場:     : ちゅうしゃじょう,駐車場,ちゅうしゃじょう,parking lot,82,parking lot
888,N5,のりもの / Rides,N5: 82,停める:     : とめる,停める,とめる,to park / stop,82,to park / stop
889,N5,のりもの / Rides,N5: 82,自転車:     : じてんしゃ,自転車,じてんしゃ,bicycle,82,bicycle
890,N5,のりもの / Rides,N5: 83,バイク:     : バイク,バイク,バイク,motorbike,83,motorbike
891,N5,のりもの / Rides,N5: 83,バス:     : バス,バス,バス,bus,83,bus
892,N5,のりもの / Rides,N5: 83,タクシー:     : タクシー,タクシー,タクシー,taxi,83,taxi
893,N5,のりもの / Rides,N5: 83,飛行機:     : ひこうき,飛行機,ひこうき,airplane,83,airplane
894,N5,のりもの / Rides,N5: 83,船:     : ふね,船,ふね,ship / boat,83,ship / boat
895,N5,のりもの / Rides,N5: 83,乗り場:     : のりば,乗り場,のりば,boarding area / platform,83,boarding area / platform
896,N5,のりもの / Rides,N5: 83,空港:     : くうこう,空港,くうこう,airport,83,airport
897,N5,のりもの / Rides,N5: 83,時刻表:     : じこくひょう,時刻表,じこくひょう,timetable / schedule,83,timetable / schedule
898,N5,どのぐらい / How long,N5: 84,時間:     : じかん,時間,じかん,time,84,time
899,N5,どのぐらい / How long,N5: 84,急ぐ:     : いそぐ,急ぐ,いそぐ,to hurry,84,to hurry
900,N5,どのぐらい / How long,N5: 84,どのくらい / どのぐらい:     : どのくらい / どのぐらい,どのくらい / どのぐらい,どのくらい / どのぐらい,how long / how much,84,how long / how much
901,N5,どのぐらい / How long,N5: 84,かかる:     : かかる,かかる,かかる,to take (time or money),84,to take (time or money)
902,N5,どのぐらい / How long,N5: 84,近い:     : ちかい,近い,ちかい,near / close,84,near / close
903,N5,どのぐらい / How long,N5: 84,遠い:     : とおい,遠い,とおい,far,84,far
904,N5,どのぐらい / How long,N5: 84,ずっと:     : ずっと,ずっと,ずっと,all the time / continuously,84,all the time / continuously
905,N5,どのぐらい / How long,N5: 84,いつも:     : いつも,いつも,いつも,always,84,always
906,N5,どのぐらい / How long,N5: 84,たいてい:     : たいてい,たいてい,たいてい,usually,84,usually
907,N5,どのぐらい / How long,N5: 84,よく:     : よく,よく,よく,often,84,often
908,N5,どのぐらい / How long,N5: 85,ときどき:     : ときどき,ときどき,ときどき,sometimes,85,sometimes
909,N5,どのぐらい / How long,N5: 85,～だけ:     : ～だけ,～だけ,～だけ,only / just,85,only / just
910,N5,どのぐらい / How long,N5: 85,一回だけ:     : いっかいだけ,一回だけ,いっかいだけ,only once,85,only once
911,N5,どのぐらい / How long,N5: 85,一日だけ:     : いちにちだけ,一日だけ,いちにちだけ,only one day,85,only one day
912,N5,どのぐらい / How long,N5: 85,一瞬だけ:     : いっしゅんだけ,一瞬だけ,いっしゅんだけ,just for a moment,85,just for a moment
913,N5,どのぐらい / How long,N5: 85,ちょっとだけ:     : ちょっとだけ,ちょっとだけ,ちょっとだけ,just a little,85,just a little
914,N5,みち / Street,N5: 86,どうやって:     : どうやって,どうやって,どうやって,how / in what way,86,how / in what way
915,N5,みち / Street,N5: 86,歩く:     : あるく,歩く,あるく,to walk,86,to walk
916,N5,みち / Street,N5: 86,道:     : みち,道,みち,road / way,86,road / way
917,N5,みち / Street,N5: 86,まっすぐ:     : まっすぐ,まっすぐ,まっすぐ,straight ahead,86,straight ahead
918,N5,みち / Street,N5: 86,曲がる:     : まがる,曲がる,まがる,to turn,86,to turn
919,N5,みち / Street,N5: 86,渡る:     : わたる,渡る,わたる,to cross,86,to cross
920,N5,みち / Street,N5: 86,説明（する）:     : せつめい（する）,説明（する）,せつめい（する）,to explain,86,to explain
921,N5,みち / Street,N5: 86,角:     : かど,角,かど,corner,86,corner
922,N5,みち / Street,N5: 86,交差点:     : こうさてん,交差点,こうさてん,intersection,86,intersection
923,N5,みち / Street,N5: 86,信号:     : しんごう,信号,しんごう,traffic light,86,traffic light
924,N5,みち / Street,N5: 87,左:     : ひだり,左,ひだり,left,87,left
925,N5,みち / Street,N5: 87,右:     : みぎ,右,みぎ,right,87,right
926,N5,みち / Street,N5: 87,橋:     : はし,橋,はし,bridge,87,bridge
927,N5,みち / Street,N5: 87,東:     : ひがし,東,ひがし,east,87,east
928,N5,みち / Street,N5: 87,西:     : にし,西,にし,west,87,west
929,N5,みち / Street,N5: 87,南:     : みなみ,南,みなみ,south,87,south
930,N5,みち / Street,N5: 87,北:     : きた,北,きた,north,87,north
931,N5,みち / Street,N5: 87,いくつ目:     : いくつめ,いくつ目,いくつめ,which one (in order),87,which one (in order)
932,N5,みち / Street,N5: 87,１つ目:     : ひとつめ,１つ目,ひとつめ,first,87,first
933,N5,みち / Street,N5: 87,２つ目:     : ふたつめ,２つ目,ふたつめ,second,87,second
934,N5,みち / Street,N5: 87,３つ目:     : みっつめ,３つ目,みっつめ,third,87,third
935,N5,みち / Street,N5: 87,何メートル:     : なんメートル,何メートル,なんメートル,how many meters,87,how many meters
936,N5,みち / Street,N5: 87,<Number> + メートル:     : <Number> + メートル,<Number> + メートル,<Number> + メートル,~ meters,87,~ meters
937,N5,どこ / Where,N5: 88,となり:     : となり,となり,となり,next to,88,next to
938,N5,どこ / Where,N5: 88,間:     : あいだ,間,あいだ,between,88,between
939,N5,どこ / Where,N5: 88,近く:     : ちかく,近く,ちかく,nearby,88,nearby
940,N5,どこ / Where,N5: 88,上:     : うえ,上,うえ,above / on,88,above / on
941,N5,どこ / Where,N5: 88,下:     : した,下,した,below / under,88,below / under
942,N5,どこ / Where,N5: 88,前:     : まえ,前,まえ,in front of,88,in front of
943,N5,どこ / Where,N5: 88,後ろ:     : うしろ,後ろ,うしろ,behind,88,behind
944,N5,どこ / Where,N5: 88,中:     : なか,中,なか,inside,88,inside
945,N5,どこ / Where,N5: 88,外:     : そと,外,そと,outside,88,outside
946,N5,どこ / Where,N5: 88,あそこ:     : あそこ,あそこ,あそこ,over there,88,over there
947,N5,どこ / Where,N5: 88,ここ:     : ここ,ここ,ここ,here,88,here
948,N5,どこ / Where,N5: 88,そこ:     : そこ,そこ,そこ,there,88,there
949,N5,どこ / Where,N5: 88,どこ:     : どこ,どこ,どこ,where,88,where
950,N5,でかける / To go out,N5: 89,出かける:     : でかける,出かける,でかける,to go out,89,to go out
951,N5,でかける / To go out,N5: 89,出る:     : でる,出る,でる,to leave / to exit,89,to leave / to exit
952,N5,でかける / To go out,N5: 89,着く:     : つく,着く,つく,to arrive,89,to arrive
953,N5,でかける / To go out,N5: 89,会う:     : あう,会う,あう,to meet,89,to meet
954,N5,でかける / To go out,N5: 89,待つ:     : まつ,待つ,まつ,to wait,89,to wait
955,N5,でかける / To go out,N5: 89,デート（する）:     : デート（する）,デート（する）,デート（する）,(to go on a) date,89,(to go on a) date
956,N5,でかける / To go out,N5: 89,約束（する）:     : やくそく（する）,約束（する）,やくそく（する）,to make a promise,89,to make a promise
957,N5,でかける / To go out,N5: 89,用事:     : ようじ,用事,ようじ,errand / something to do,89,errand / something to do
958,N5,でかける / To go out,N5: 89,都合がいい:     : つごうがいい,都合がいい,つごうがいい,convenient,89,convenient
959,N5,でかける / To go out,N5: 89,都合が悪い:     : つごうがわるい,都合が悪い,つごうがわるい,inconvenient,89,inconvenient
960,N5,でかける / To go out,N5: 89,ダメです:     : だめです,ダメです,だめです,not good / no good,89,not good / no good
961,N5,でかける / To go out,N5: 89,変える:     : かえる,変える,かえる,to change,89,to change
962,N5,でかける / To go out,N5: 89,お出かけですか:     : おでかけですか,お出かけですか,おでかけですか,Are you going out?,89,Are you going out?
963,N5,でかける / To go out,N5: 90,ちょっと～まで:     : ちょっと～まで,ちょっと～まで,ちょっと～まで,just going to (place),90,just going to (place)
964,N5,でかける / To go out,N5: 90,よかったら～:     : よかったら～,よかったら～,よかったら～,if you’d like / if it’s okay,90,if you’d like / if it’s okay
965,N5,でかける / To go out,N5: 90,すみません:     : すみません,すみません,すみません,excuse me,90,excuse me
966,N5,でかける / To go out,N5: 90,<Thing>でも～ませんか:     : <Thing>でも～ませんか,<Thing>でも～ませんか,<Thing>でも～ませんか,would you like to do ___ or something ?,90,would you like to do ___ or something ?
967,N5,でかける / To go out,N5: 90,～はちょっと。:     : ～はちょっと。,～はちょっと。,～はちょっと。,(politely declining) That’s a bit...,90,(politely declining) That’s a bit...
968,N5,でかける / To go out,N5: 90,残念ですが、～:     : ざんねんですが、～,残念ですが、～,ざんねんですが、～,"I’m sorry, but...",90,"I’m sorry, but..."
969,N5,でかける / To go out,N5: 90,また今度お願いします:     : またこんどおねがいします,また今度お願いします,またこんどおねがいします,Maybe next time,90,Maybe next time
970,N5,でかける / To go out,N5: 90,チャンス:     : チャンス,チャンス,チャンス,chance / opportunity,90,chance / opportunity
971,N5,でかける / To go out,N5: 90,行ってきます:     : いってきます,行ってきます,いってきます,I’m leaving / see you,90,I’m leaving / see you
972,N5,でかける / To go out,N5: 90,行ってらっしゃい:     : いってらっしゃい,行ってらっしゃい,いってらっしゃい,take care / see you later,90,take care / see you later
973,N5,でかける / To go out,N5: 90,ただいま:     : ただいま,ただいま,ただいま,I’m home,90,I’m home
974,N5,でかける / To go out,N5: 90,おかえりなさい:     : おかえりなさい,おかえりなさい,おかえりなさい,welcome home,90,welcome home
975,N5,いえ / House,N5: 91,家:     : いえ,家,いえ,house / home,91,house / home
976,N5,いえ / House,N5: 91,部屋:     : へや,部屋,へや,room,91,room
977,N5,いえ / House,N5: 91,窓:     : まど,窓,まど,window,91,window
978,N5,いえ / House,N5: 91,ドア:     : ドア,ドア,ドア,door,91,door
979,N5,いえ / House,N5: 91,開ける:     : あける,開ける,あける,to open,91,to open
980,N5,いえ / House,N5: 91,閉める:     : しめる,閉める,しめる,to close,91,to close
981,N5,いえ / House,N5: 91,鍵:     : かぎ,鍵,かぎ,key,91,key
982,N5,いえ / House,N5: 91,ベッド:     : ベッド,ベッド,ベッド,bed,91,bed
983,N5,いえ / House,N5: 91,ダイニングキッチン:     : ダイニングキッチン,ダイニングキッチン,ダイニングキッチン,dining kitchen,91,dining kitchen
984,N5,いえ / House,N5: 91,トイレ / お手洗い:     : トイレ / おてあらい,トイレ / お手洗い,トイレ / おてあらい,toilet / restroom,91,toilet / restroom
985,N5,いえ / House,N5: 91,テーブル:     : テーブル,テーブル,テーブル,table,91,table
986,N5,いえ / House,N5: 91,机:     : つくえ,机,つくえ,desk,91,desk
987,N5,いえ / House,N5: 92,椅子:     : いす,椅子,いす,chair,92,chair
988,N5,いえ / House,N5: 92,座る:     : すわる,座る,すわる,to sit,92,to sit
989,N5,いえ / House,N5: 92,立つ:     : たつ,立つ,たつ,to stand,92,to stand
990,N5,いえ / House,N5: 92,洗濯（する）:     : せんたく（する）,洗濯（する）,せんたく（する）,to do laundry,92,to do laundry
991,N5,いえ / House,N5: 92,掃除（する）:     : そうじ（する）,掃除（する）,そうじ（する）,to clean,92,to clean
992,N5,いえ / House,N5: 92,ごみ:     : ごみ,ごみ,ごみ,garbage,92,garbage
993,N5,いえ / House,N5: 92,捨てる:     : すてる,捨てる,すてる,to throw away,92,to throw away
994,N5,いえ / House,N5: 92,置く:     : おく,置く,おく,to put / to place,92,to put / to place
995,N5,いえ / House,N5: 92,住む:     : すむ,住む,すむ,to live,92,to live
996,N5,いえ / House,N5: 92,住所:     : じゅうしょ,住所,じゅうしょ,address,92,address
997,N5,いえ / House,N5: 92,冷蔵庫:     : れいぞうこ,冷蔵庫,れいぞうこ,refrigerator,92,refrigerator
998,N5,いえ / House,N5: 92,洗濯機:     : せんたくき,洗濯機,せんたくき,washing machine,92,washing machine
999,N5,いえ / House,N5: 92,掃除機:     : そうじき,掃除機,そうじき,vacuum cleaner,92,vacuum cleaner
1000,N5,たてもの / Building,N5: 93,建物:     : たてもの,建物,たてもの,building,93,building
1001,N5,たてもの / Building,N5: 93,アパート:     : アパート,アパート,アパート,apartment,93,apartment
1002,N5,たてもの / Building,N5: 93,寮:     : りょう,寮,りょう,dormitory,93,dormitory
1003,N5,たてもの / Building,N5: 93,ビル:     : ビル,ビル,ビル,building,93,building
1004,N5,たてもの / Building,N5: 93,階段:     : かいだん,階段,かいだん,stairs,93,stairs
1005,N5,たてもの / Building,N5: 93,エスカレーター:     : エスカレーター,エスカレーター,エスカレーター,escalator,93,escalator
1006,N5,たてもの / Building,N5: 93,エレベーター:     : エレベーター,エレベーター,エレベーター,elevator,93,elevator
1007,N5,たてもの / Building,N5: 93,何階:     : なんがい,何階,なんがい,which floor,93,which floor
1008,N5,たてもの / Building,N5: 93,～階:     : ～かい,～階,～かい,~th floor,93,~th floor
1009,N5,たてもの / Building,N5: 93,１階:     : いっかい,１階,いっかい,first floor,93,first floor
1010,N5,たてもの / Building,N5: 93,２階:     : にかい,２階,にかい,second floor,93,second floor
1011,N5,たてもの / Building,N5: 93,３階:     : さんがい,３階,さんがい,third floor,93,third floor
1012,N5,たてもの / Building,N5: 94,４階:     : よんかい,４階,よんかい,fourth floor,94,fourth floor
1013,N5,たてもの / Building,N5: 94,５階:     : ごかい,５階,ごかい,fifth floor,94,fifth floor
1014,N5,たてもの / Building,N5: 94,６階:     : ろっかい,６階,ろっかい,sixth floor,94,sixth floor
1015,N5,たてもの / Building,N5: 94,７階:     : ななかい,７階,ななかい,seventh floor,94,seventh floor
1016,N5,たてもの / Building,N5: 94,８階:     : はちかい,８階,はちかい,eighth floor,94,eighth floor
1017,N5,たてもの / Building,N5: 94,９階:     : きゅうかい,９階,きゅうかい,ninth floor,94,ninth floor
1018,N5,たてもの / Building,N5: 94,１０階:     : じゅっかい,１０階,じゅっかい,tenth floor,94,tenth floor
1019,N5,たてもの / Building,N5: 94,地下:     : ちか,地下,ちか,basement,94,basement
1020,N5,ひっこし / Moving,N5: 95,引っ越し（する）:     : ひっこし（する）,引っ越し（する）,ひっこし（する）,to move (residence),95,to move (residence)
1021,N5,ひっこし / Moving,N5: 95,転勤（する）:     : てんきん（する）,転勤（する）,てんきん（する）,to transfer (job),95,to transfer (job)
1022,N5,ひっこし / Moving,N5: 95,家賃:     : やちん,家賃,やちん,rent,95,rent
1023,N5,ひっこし / Moving,N5: 95,ところ:     : ところ,ところ,ところ,place,95,place
1024,N5,ひっこし / Moving,N5: 95,田舎:     : いなか,田舎,いなか,countryside,95,countryside
1025,N5,ひっこし / Moving,N5: 95,静かな:     : しずかな,静かな,しずかな,quiet,95,quiet
1026,N5,ひっこし / Moving,N5: 95,にぎやかな:     : にぎやかな,にぎやかな,にぎやかな,lively / busy,95,lively / busy
1027,N5,ひっこし / Moving,N5: 95,便利な:     : べんりな,便利な,べんりな,convenient,95,convenient
1028,N5,ひっこし / Moving,N5: 95,不便な:     : ふべんな,不便な,ふべんな,inconvenient,95,inconvenient
1029,N5,ひっこし / Moving,N5: 95,交通:     : こうつう,交通,こうつう,transportation,95,transportation
1030,N5,ひっこし / Moving,N5: 95,庭:     : にわ,庭,にわ,garden,95,garden
1031,N5,ひっこし / Moving,N5: 96,木:     : き,木,き,tree,96,tree
